index,date,formatted date,grid,plot,Tree tag,gps tag,gps used,side,zone,fixed area,Species,fixed ht cm,Diameter 1,Diameter 2,Diameter 3,Diameter 4,Diameter 5,# Stems,Breaking,Age,Resprout,strip Circumference,Additive circumferance,area <3m stripped,Age strip,Bark Regrowth,Borers,Fire,Toppled,Resprout,Ele?,Alive,data entered bY
291,28-May,28-May-18,1,3,324,NA,NA,B,3,0 to 2,Flueggea virosa,11,2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
293,28-May,28-May-18,1,3,312,NA,NA,B,4,0 to 2,Ehretia rigida,69,0.53,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
297,28-May,28-May-18,1,3,311,NA,NA,B,4,0 to 2,Dichrostachys cinerea,46,0.62,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
299,28-May,28-May-18,1,3,400,NA,NA,B,4,0 to 2,Ormocarpum trichocarpum,49,0.68,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
294,28-May,28-May-18,1,3,398,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,82,0.91,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
298,28-May,28-May-18,1,3,310,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,19,1.44,1.73,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
296,28-May,28-May-18,1,3,315,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,93,1.59,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
295,28-May,28-May-18,1,3,399,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,11.5,1.97,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
300,28-May,28-May-18,1,3,321,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,12,3,1.68,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
301,28-May,28-May-18,1,3,322,NA,NA,B,5,0 to 2,Dichrostachys cinerea,43,0.38,0.59,0.32,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
303,28-May,28-May-18,1,3,323,NA,NA,B,5,0 to 2,Ehretia rigida,60,0.45,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
305,28-May,28-May-18,1,3,277,NA,NA,B,5,0 to 2,Dichrostachys cinerea,82,0.61,0.64,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
309,28-May,28-May-18,1,3,278,NA,NA,B,5,0 to 2,Flueggea virosa,85,0.72,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
308,28-May,28-May-18,1,3,292,NA,NA,B,5,0 to 2,Dichrostachys cinerea,11.5,0.83,0.9,0.71,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
304,28-May,28-May-18,1,3,309,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,44,0.83,0.46,0.66,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
306,28-May,28-May-18,1,3,294,NA,NA,B,5,0 to 2,Dichrostachys cinerea,84,0.93,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
307,28-May,28-May-18,1,3,293,NA,NA,B,5,0 to 2,Commiphora schimperi,45,1.03,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
302,28-May,28-May-18,1,3,304,NA,NA,B,5,0 to 2,Dichrostachys cinerea,99,1.29,1.13,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
6,5/26/2018,26-May-18,1,3,OTS 0102,OTS0102,OTS C,NA,NA,0 to 25,Senegalia nigrescens,500.00,11.3,,,,,1,12,Old,N,45,45,15,Old,50,4,NA,N,NA,N,Y,melanie
7,27/05/2018,27-May-18,1,3,190,NA,NA,A,1,2 to 10,Senegalia nigrescens,350.00,10.163,,,,,1,20,Old,N,3,0,3,Old,1,0,0,N,N,N,Y,DannY
8,27/05/2018,27-May-18,1,3,189,NA,NA,A,3,2 to 10,Bolusanthus speciosus,300.00,2.03,5.65,3.257,5.291,5.451,6,15,Old,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
12,27/05/2018,27-May-18,1,3,185,NA,NA,B,2,2 to 10,Bolusanthus speciosus,200.00,0.873,1.133,4.536,2.529,2.211,5,0,NA,N,45,0,45,New,0,0,0,N,N,N,Y,DannY
9,27/05/2018,27-May-18,1,3,188,NA,NA,B,5,2 to 10,Philenoptera violacea,280.00,3.424,7.297,,,,2,0,NA,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
11,27/05/2018,27-May-18,1,3,186,NA,NA,B,5,2 to 10,Combretum imberbe,210.00,6.801,7.195,,,,2,8,Old,N,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
10,27/05/2018,27-May-18,1,3,187,NA,NA,B,5,2 to 10,Combretum imberbe,230.00,7.511,11.233,,,,2,100,Old,Y,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
192,5/27/2018,27-May-18,1,5,76,NA,NA,A,1,0 to 2,Dichrostachys cinerea,33,0.49,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
191,5/27/2018,27-May-18,1,5,77,NA,NA,A,1,0 to 2,Senegalia nigrescens,40,0.51,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
190,5/27/2018,27-May-18,1,5,356,NA,NA,A,1,0 to 2,Dichrostachys cinerea,100,0.57,0.6,,,,2,top kill,Old,Y,NA,NA,NA,NA,NA,NA,NA,N,NA,N,Y,Melanie
193,5/27/2018,27-May-18,1,5,75,NA,NA,A,3,0 to 2,Flueggea virosa,140,0.49,1.42,1.04,0.98,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
197,5/27/2018,27-May-18,1,5,71,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,79,0.46,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
198,5/27/2018,27-May-18,1,5,70,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,57,0.49,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
199,5/27/2018,27-May-18,1,5,69,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,93,1.14,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
196,5/27/2018,27-May-18,1,5,72,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,140,1.30,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
194,5/27/2018,27-May-18,1,5,74,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,96,1.53,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
200,5/27/2018,27-May-18,1,5,68,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,160,3.69,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
195,5/27/2018,27-May-18,1,5,73,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,130,4.32,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
204,5/27/2018,27-May-18,1,5,64,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,50,0.26,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
205,5/27/2018,27-May-18,1,5,63,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,110,0.42,1.19,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
203,5/27/2018,27-May-18,1,5,65,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,80,0.45,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
208,5/27/2018,27-May-18,1,5,60,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,68,0.61,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
216,5/27/2018,27-May-18,1,5,52,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,94,0.86,0.86,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
202,5/27/2018,27-May-18,1,5,66,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,104,0.89,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
210,5/27/2018,27-May-18,1,5,58,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,100,0.98,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
201,5/27/2018,27-May-18,1,5,67,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,94,1.11,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
215,5/27/2018,27-May-18,1,5,53,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,110,1.12,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
206,5/27/2018,27-May-18,1,5,62,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,77,1.18,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
214,5/27/2018,27-May-18,1,5,54,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,130,1.32,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
207,5/27/2018,27-May-18,1,5,61,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,110,1.42,0.6,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
212,5/27/2018,27-May-18,1,5,56,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,100,1.56,0.68,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
211,5/27/2018,27-May-18,1,5,57,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,120,1.62,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
217,5/27/2018,27-May-18,1,5,51,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,130,2.20,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
209,5/27/2018,27-May-18,1,5,59,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,170,4.72,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
213,5/27/2018,27-May-18,1,5,55,NA,NA,A,5,0 to 2,Philenoptera violacea,200,5.47,4.44,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
8,5/26/2018,26-May-18,1,5,OTS 0104,OTS0104,OTS C,NA,NA,0 to 25,Senegalia nigrescens,550.00,12.9,12.7,,,,2,5,Old,N,NA,NA,NA,NA,NA,NA,NA,N,NA,N,Y,melanie
9,5/26/2018,26-May-18,1,5,OTS 0105,OTS0105,OTS C,NA,NA,0 to 25,Senegalia nigrescens,500.00,16.3,6.5,1.6,,,3,6,Old,Y,50,80,25,Old,68,2,NA,N,NA,N,Y,melanie
7,5/26/2018,26-May-18,1,5,OTS 0103,OTS0103,OTS C,NA,NA,0 to 25,Senegalia nigrescens,650.00,23.4,,,,,1,100,Old,Y,0,0,0,NA,NA,NA,NA,N,NA,Y,Y,melanie
13,27/05/2018,27-May-18,1,5,184,NA,NA,B,2,2 to 10,Senegalia nigrescens,400.00,15.423,5.77,6.997,,,3,70,Old,Y,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
14,27/05/2018,27-May-18,1,5,183,NA,NA,B,3,2 to 10,Senegalia nigrescens,400.00,9.947,10.513,11.34,,,3,27,Old,N,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
16,27/05/2018,27-May-18,1,5,181,NA,NA,B,3,2 to 10,Senegalia nigrescens,400.00,11.252,14.561,11.525,,,3,75,Old,Y,0,0,0,NA,0,0,0,N,N,Y,N,DannY
17,27/05/2018,27-May-18,1,5,180,NA,NA,B,4,2 to 10,Bolusanthus speciosus,250.00,1.549,2.341,3.899,4.18,,4,0,NA,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
15,27/05/2018,27-May-18,1,5,182,NA,NA,B,4,2 to 10,Senegalia nigrescens,420.00,11.765,,,,,1,2,Old,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
240,5/27/2018,27-May-18,1,7,37,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,82,0.35,0.19,0.22,0.54,0.35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
31,27/05/2018,27-May-18,1,7,174,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,120,0.625,1.237,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
32,27/05/2018,27-May-18,1,7,173,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,157,1.382,3.026,0.913,1.113,2.477,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
30,27/05/2018,27-May-18,1,7,101,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,179,3.056,2.421,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
233,5/27/2018,27-May-18,1,7,357,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,84,0.55,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
232,5/27/2018,27-May-18,1,7,377,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,71,0.72,0.62,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
234,5/27/2018,27-May-18,1,7,360,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,140,1.16,1.94,1.96,1.58,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
238,5/27/2018,27-May-18,1,7,359,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,160,1.35,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
235,5/27/2018,27-May-18,1,7,352,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,130,1.53,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
236,5/27/2018,27-May-18,1,7,22,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,150,1.75,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
239,5/27/2018,27-May-18,1,7,35,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,165,1.96,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
237,5/27/2018,27-May-18,1,7,23,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,150,2.66,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
228,5/27/2018,27-May-18,1,7,44,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,73,0.36,0.72,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
230,5/27/2018,27-May-18,1,7,41,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,64,0.37,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
231,5/27/2018,27-May-18,1,7,385,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,95,0.76,1.04,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
229,5/27/2018,27-May-18,1,7,40,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,100,1.52,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
227,5/27/2018,27-May-18,1,7,279,NA,NA,A,4,0 to 2,Lannea schweinfurthii,63,0.53,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
226,5/27/2018,27-May-18,1,7,280,NA,NA,A,4,0 to 2,Vachellia gerrardii,200,11.50,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
43,May 27-2018,27-May-18,1,7,267,NA,NA,B,2,0 to 2,Gymnosporia senegalensis,52,0.23,0.03,0.21,0.82,0.06,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
44,May 27-2018,27-May-18,1,7,266,NA,NA,B,2,0 to 2,Gymnosporia senegalensis,120,0.913,,.,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
42,May 27-2018,27-May-18,1,7,268,NA,NA,B,2,0 to 2,Gymnosporia senegalensis,130,0.917,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
40,May 27-2018,27-May-18,1,7,269,NA,NA,B,3,0 to 2,Gymnosporia senegalensis,52,0.27,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
41,May 27-2018,27-May-18,1,7,220,NA,NA,B,3,0 to 2,Gymnosporia senegalensis,79,0.62,0.3,0.13,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
39,May 27-2018,27-May-18,1,7,219,NA,NA,B,4,0 to 2,Dichrostachys cinerea,42,0.67,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
21,27/05/2018,27-May-18,1,7,176,NA,NA,A,3,2 to 10,Senegalia nigrescens,450.00,9.276,,,,,1,90,Old,Y,0,0,0,NA,0,0,0,N,N,N,Y,DannY
22,27/05/2018,27-May-18,1,7,175,NA,NA,A,5,2 to 10,Senegalia nigrescens,450.00,12.488,12.48,,,,2,3,Old,N,60,0,60,Old,20,0,0,N,N,N,Y,DannY
222,5/27/2018,27-May-18,1,9,50,NA,NA,A,4,0 to 2,Ehrethia rigidia,44,0.53,0.44,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
221,5/27/2018,27-May-18,1,9,42,NA,NA,A,4,0 to 2,Ehrethia rigidia,29,0.56,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
218,5/27/2018,27-May-18,1,9,46,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,36,0.81,0.57,0.52,0.48,0.62,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
220,5/27/2018,27-May-18,1,9,48,NA,NA,A,4,0 to 2,Ehrethia rigidia,65,1.10,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
219,5/27/2018,27-May-18,1,9,47,NA,NA,A,4,0 to 2,Ehrethia rigidia,28,1.16,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
224,5/27/2018,27-May-18,1,9,49,NA,NA,A,5,0 to 2,Dalbergia melanoxylon,170,0.23,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
225,5/27/2018,27-May-18,1,9,43,NA,NA,A,5,0 to 2,Dalbergia melanoxylon,28,0.37,0.21,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
223,5/27/2018,27-May-18,1,9,45,NA,NA,A,5,0 to 2,Dalbergia melanoxylon,87,0.65,0.54,0.47,0.66,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
35,May 27-2018,27-May-18,1,9,270,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,82,0.7,0.09,1.3,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
37,May 27-2018,27-May-18,1,9,218,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,68,1,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
38,May 27-2018,27-May-18,1,9,217,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,120,1.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
36,May 27-2018,27-May-18,1,9,216,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,110,1.9,1.1,0.08,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
34,May 27-2018,27-May-18,1,9,215,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,120,1.9,1.1,1.2,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
10,5/26/2018,26-May-18,1,9,OTS 0106,OTS0106,OTS C,NA,NA,0 to 25,Senegalia nigrescens,650.00,13.3,11.6,,,,2,25,Old,N,70,70,80,Old,0,1,NA,N,NA,Y,Y,melanie
11,5/26/2018,26-May-18,1,9,OTS 0107,OTS0107,OTS C,NA,NA,0 to 25,Senegalia nigrescens,550.00,13.6,7,13.7,17,,4,60,Old,Y,75,75,60,Old,15,30,NA,NA,NA,Y,Y,melanie
12,5/26/2018,26-May-18,1,9,OTS 0108,OTS0108,OTS C,NA,NA,0 to 25,Senegalia nigrescens,500.00,15.2,17,16.7,,,3,3,Old,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,melanie
18,27/05/2018,27-May-18,1,9,179,NA,NA,A,2,2 to 10,Senegalia nigrescens,210.00,5.971,8.297,4.53,,,3,0,NA,N,15,0,15,New,0,0,0,N,N,N,Y,DannY
20,27/05/2018,27-May-18,1,9,177,NA,NA,B,3,2 to 10,Senegalia nigrescens,400.00,11.368,,,,,1,2,Old,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
19,27/05/2018,27-May-18,1,9,178,NA,NA,B,4,2 to 10,Senegalia nigrescens,400.00,12.553,11.827,,,,2,0,NA,N,50,0,50,New,0,0,0,N,N,Y,Y,DannY
245,5/27/2018,27-May-18,2,10,39,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,37,0.54,0.54,0.56,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
242,5/27/2018,27-May-18,2,10,36,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,120,0.85,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
244,5/27/2018,27-May-18,2,10,19,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,120,1.15,0.66,0.46,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
243,5/27/2018,27-May-18,2,10,34,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,120,1.46,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
241,5/27/2018,27-May-18,2,10,21,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,160,1.77,1.09,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
246,5/27/2018,27-May-18,2,10,25,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,75,0.95,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
248,5/27/2018,27-May-18,2,10,30,NA,NA,A,3,0 to 2,Ormocarpum trichocarpum,110,0.83,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
247,5/27/2018,27-May-18,2,10,28,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,100,1.29,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
249,5/27/2018,27-May-18,2,10,33,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,200,1.82,2.31,1.10,1.00,1.00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
251,5/27/2018,27-May-18,2,10,32,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,82,0.8,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
253,5/27/2018,27-May-18,2,10,27,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,110,1.08,1.48,1.26,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
250,5/27/2018,27-May-18,2,10,38,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,85,1.13,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
252,5/27/2018,27-May-18,2,10,26,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,100,1.16,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
254,5/27/2018,27-May-18,2,10,29,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,130,1.85,0.79,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
257,5/27/2018,27-May-18,2,10,31,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,65,0.64,0.38,0.87,0.64,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
256,5/27/2018,27-May-18,2,10,24,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,99,0.83,1.23,0.45,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
255,5/27/2018,27-May-18,2,10,20,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,100,1.00,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
258,5/27/2018,27-May-18,2,10,230,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,99,1.06,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
60,May 27-2018,27-May-18,2,10,244,NA,NA,B,3,0 to 2,Ormocarpum trichocarpum,50,0.24,0.26,0.21,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
