index,date,formatted date,grid,plot,Tree tag,gps tag,gps used,side,zone,fixed area,Species,fixed ht cm,Diameter 1,Diameter 2,Diameter 3,Diameter 4,Diameter 5,# Stems,Breaking,Age,Resprout,strip Circumference,Additive circumferance,area <3m stripped,Age strip,Bark Regrowth,Borers,Fire,Toppled,Resprout,Ele?,Alive,data entered bY
560,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
556,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,50,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
563,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,50,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
564,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,50,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
552,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.1,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
539,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,10,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
540,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,10,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
541,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
544,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
547,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
548,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
551,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,45,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
554,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,10,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
537,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,15,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
546,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,25,0.4,0.4,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
538,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Senegalia nigrescens,10,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
535,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,50,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
536,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Senegalia nigrescens,15,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
543,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
545,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
549,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,30,0.7,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
553,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ziziphus zeyheriana,30,0.7,0.2,0.4,0.9,0.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
550,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,50,0.7,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
542,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,3,0 to 2,Ehrethia rigida ,20,NA,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
533,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,4,0 to 2,Ehrethia rigida ,20,0.1,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
534,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,4,0 to 2,Ehrethia rigida ,20,0.3,0.3,0.2,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
532,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,4,0 to 2,Ehrethia rigida ,40,0.3,0.7,,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
531,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,4,0 to 2,Ehrethia rigida ,50,0.3,0.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
632,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Philenoptera violacea,100,0.11,3.2,1.7,2.18,1.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
625,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,17,0.16,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
631,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,50,0.19,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
623,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,15,0.211,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
636,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,12,0.25,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
627,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,37,0.25,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
633,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,38,0.29,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
621,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,42,0.3,0.14,0.48,0.12,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
635,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,90,0.31,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
634,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,19,0.32,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
626,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,10,0.329,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
629,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,24,0.34,0.24,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
620,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,30,0.36,0.15,0.27,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
622,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,42,0.429,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
624,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,15,0.49,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
630,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Ehretia rigida,43,0.5,0.54,0.312,0.12,0.38,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
628,29-May-18,29-May-18,3,22,no tag,NA,NA,A,1,0 to 2,Philenoptera violacea,120,3.5,1.4,1.8,3.03,2.49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
603,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,20,0.44,0.83,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
597,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,20,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
601,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Ehrethia rigida ,15,0.51,0.78,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
600,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Ehrethia rigida ,20,0.57,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
598,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,20,0.61,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
602,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,30,0.88,0.12,0.54,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
604,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Ehrethia rigida ,30,0.95,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
599,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,40,0.97,0.82,0.75,0.77,0.52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
14,29-May-18,29-May-18,3,22,256,NA,OTS A,NA,NA,0 to 25,Combretum hereroense,520.00,20.9,,,,,9,40,New,N,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
595,29/05/2018,29-May-18,3,22,no tag,NA,NA,A,3,2 to 10,Senegalia nigrescens,520.00,22.1,23,,,,2,0,NA,N,0,0,0,NA,0,0,0,Y,N,Y,Y,DannY
596,29/05/2018,29-May-18,3,22,no tag,NA,NA,B,4,2 to 10,Senegalia nigrescens,400.00,25.6,,,,,1,0,NA,N,0,0,0,NA,0,0,0,Y,N,Y,N,DannY
529,29/05/2018,29-May-18,3,22,256,OTS A,OTS A,NA,NA,,Combretum hereroense,520.00,20.9,,,,,9,40,New,N,0,0,0,NA,0,0,0,N,N,Y,Y,DannY
608,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,130,0.188,0.73,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
618,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,10,0.29,0.36,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
616,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,30,0.57,0.47,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
617,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,50,0.96,0.63,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
615,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,130,1.1,1.69,0.97,1.67,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
613,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,140,1.1,1.72,1.16,1.15,1.58,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
609,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,140,1.735,1.31,0.64,1.09,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
611,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,150,2.41,1.2,1.1,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
614,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,140,3.23,1.42,0.89,0.63,0.408,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
610,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,70,6.86,6.51,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
612,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,4,0 to 2,Boscia foetida,120,7.17,0.97,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
607,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,100,0.15,0.73,0.57,0.83,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
606,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,30,0.56,0.36,0.37,0.355,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
605,29/05/2018,29-May-18,3,24,no tag,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,35,0.59,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
511,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Commiphora schimperi,80,0.2,0.4,0.9,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
510,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Commiphora schimperi,25,0.3,0.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
506,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,80,0.4,1.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
508,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,70,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
505,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,55,0.7,0.5,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
514,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Commiphora schimperi,85,0.7,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
516,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Boscia foetida,100,0.7,0.7,0.5,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
503,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,60,0.8,0.9,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
507,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,65,1.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
512,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Commiphora schimperi,80,1.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
519,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Commiphora schimperi,80,1.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
515,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,170,1.2,2,2,1.5,1.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
504,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,150,1.5,2,1.2,1.4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
513,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,155,2.5,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
509,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,145,2.7,1,0.7,1,1.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
517,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,150,2.7,1.5,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
518,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,170,3,1.2,1.2,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
520,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,175,3.2,1.9,2,1.2,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
500,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,40,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
501,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,20,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
499,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,5,0 to 2,Ehretia rigida,40,0.9,0.5,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
502,May 29-2018,29-May-18,3,24,no tag,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,40,0.9,0.3,0.2,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
521,May 29-2018,29-May-18,3,26,no tag,NA,NA,A,5,0 to 2,Senegalia nigrescens,60,2.03,1.286,3.375,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
523,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Boscia foetida,35,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
526,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,40,0.5,1,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
527,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Ehretia rigida,80,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
524,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Dichrostachys cinerea,40,0.7,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
525,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Dichrostachys cinerea,40,0.7,0.3,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
522,May 29-2018,29-May-18,3,26,no tag,NA,NA,B,5,0 to 2,Senegalia nigrescens,25,0.9,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
494,May 29-2018,29-May-18,3,28,no tag,NA,NA,B,2,0 to 2,Ormocarpum trichocarpum,50,0.45,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
495,May 29-2018,29-May-18,3,28,no tag,NA,NA,B,2,0 to 2,Flueggea virosa,64,0.471,0.34,0.64,0.543,0.48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
496,May 29-2018,29-May-18,3,28,no tag,NA,NA,B,2,0 to 2,Flueggea virosa,78,0.58,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
497,May 29-2018,29-May-18,3,28,no tag,NA,NA,B,2,0 to 2,Ormocarpum trichocarpum,111,0.79,0.392,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
498,May 29-2018,29-May-18,3,28,no tag,NA,NA,B,3,0 to 2,Commiphora schimperi,30,0.43,0.45,0.35,0.22,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Chelsea
16,29-May-18,29-May-18,3,28,663,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,950.00,35.88,,,,,1,50,Old,N,30,10,20,Old,70,0,0,N,N,Y,Y,DannY
530,29/05/2018,29-May-18,3,28,663,OTS A,OTS A,NA,NA,,Senegalia nigrescens,950.00,35.88,,,,,1,50,Old,N,30,10,20,Old,70,0,0,N,N,Y,Y,DannY
488,28-May-18,28-May-18,4,12,694,NA,NA,A,1,0 to 2,Ehretia amoena,17,0.2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
487,28-May-18,28-May-18,4,12,625,NA,NA,A,1,0 to 2,Ehretia amoena,24,0.4,5.6,0.8,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
469,28-May-18,28-May-18,4,12,163,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,181,0.48,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
486,28-May-18,28-May-18,4,12,624,NA,NA,A,1,0 to 2,Ehretia amoena,26,0.85,0.52,0.48,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
475,28-May-18,28-May-18,4,12,606,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,93,0.95,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
474,28-May-18,28-May-18,4,12,605,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,144,1.08,2.33,2.812,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
471,28-May-18,28-May-18,4,12,602,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,110,1.23,2.26,2.51,2.25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
470,28-May-18,28-May-18,4,12,601,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,142,1.42,0.78,0.54,2.88,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
472,28-May-18,28-May-18,4,12,603,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,122,1.5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
465,28-May-18,28-May-18,4,12,159,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,120,1.64,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
477,28-May-18,28-May-18,4,12,608,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,166,1.88,2.47,1.25,3.15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
468,28-May-18,28-May-18,4,12,162,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,145,2.16,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
466,28-May-18,28-May-18,4,12,160,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,154,2.3,1.7,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
473,28-May-18,28-May-18,4,12,604,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,100,2.44,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
467,28-May-18,28-May-18,4,12,161,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,152,3.58,3.6,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
476,28-May-18,28-May-18,4,12,607,NA,NA,A,1,0 to 2,Gymnosporia senegalensis,187,3.8,2.94,2.28,3.98,3.11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
