date,grid,plot,zone,side,fixed_area,height,num_stems,stem_1_diam,stem_2_diam,stem_3_diam,stem_4_diam,stem_5_diam,canopy_breakage,breakage_age,breakage_resprout,circum,add_circum,bark_stripped,strip_age,bark_regrow,borer,fire,toppled,toppled_resprout,elephant_damage,alive,notes,data_collector,scribe,total_basal_area,season,location,tag,spcode
24-May-2013,1,6,4,B,2-10,400,1,12.2,NA,NA,NA,NA,2,O,N,40,40,5,O,60,0,0,N,N,NA,N,NA,Jenna & Dax,Audrey,116.8986626,mj13,K,NA,ACNI
24-May-2013,1,6,1,A,<2,65,1,0.75,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.441786467,mj13,K,NA,DAME
24-May-2013,1,6,1,A,<2,110,3,1.71,1.546,0.76,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,10.25899962,mj13,K,NA,RHGU
24-May-2013,1,6,1,B,<2,30,6,6,6,0.1,0.1,1.2,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,142.5419127,mj13,K,NA,CICO
24-May-2013,1,6,1,B,<2,50,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.785398163,mj13,K,NA,DAME
24-May-2013,1,6,1,B,<2,60,1,0.7,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.3848451,mj13,K,NA,GYSE
24-May-2013,1,6,2,A,<2,45,1,0.257,NA,NA,NA,NA,50,O,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.051874763,mj13,K,NA,DAME
24-May-2013,1,6,2,A,<2,45,1,0.712,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.398152887,mj13,K,NA,DAME
24-May-2013,1,6,2,B,<2,35,2,0.5,0.4,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.699004365,mj13,K,NA,DAME
24-May-2013,1,6,2,B,<2,50,1,0.6,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.282743339,mj13,K,NA,DAME
24-May-2013,1,6,2,B,<2,60,1,0.7,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.3848451,mj13,K,NA,DAME
24-May-2013,1,6,2,B,<2,60,1,0.5,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.196349541,mj13,K,NA,DAME
24-May-2013,1,6,2,B,<2,20,2,0.4,0.3,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.408407045,mj13,K,NA,EHRI
24-May-2013,1,6,2,B,<2,25,1,0.5,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.196349541,mj13,K,NA,EHRI
24-May-2013,1,6,2,B,<2,40,1,0.4,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.12566370599999999,mj13,K,NA,EHRI
24-May-2013,1,6,2,B,<2,40,1,0.3,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.070685835,mj13,K,NA,EHRI
24-May-2013,1,6,2,B,<2,40,2,0.5,0.4,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.699004365,mj13,K,NA,EHRI
24-May-2013,1,6,3,A,<2,25,2,0.148,0.36,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.424353769,mj13,K,NA,DAME
24-May-2013,1,6,3,A,<2,65,2,0.34,0.072,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.107078044,mj13,K,NA,DAME
24-May-2013,1,6,3,A,<2,75,1,0.302,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.071631454,mj13,K,NA,DAME
24-May-2013,1,6,3,A,<2,100,4,0.22,0.225,0.327,0.275,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.518621184,mj13,K,NA,DAME
24-May-2013,1,6,3,A,<2,110,3,0.861,0.533,0.435,NA,NA,30,O,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,1.623341035,mj13,K,NA,DAME
24-May-2013,1,6,3,A,<2,75,2,0.178,0.33,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.367003995,mj13,K,NA,EHRI
24-May-2013,1,6,3,B,<2,115,2,1.1,1.8,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,11.12909198,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,100,2,0.252,1.348,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,5.758476502,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,100,2,0.836,0.195,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.668370695,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,100,1,0.391,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.120072457,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,120,1,0.719,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.40602022,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,120,1,1.11,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.967689077,mj13,K,NA,DAME
24-May-2013,1,6,4,A,<2,65,1,0.27,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.057255526,mj13,K,NA,SCBI
24-May-2013,1,6,4,B,<2,50,2,0.8,0.8,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,2.513274123,mj13,K,NA,CICO
24-May-2013,1,6,4,B,<2,55,2,0.5,0.4,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.699004365,mj13,K,NA,CICO
24-May-2013,1,6,4,B,<2,45,1,0.3,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,0.070685835,mj13,K,NA,DAME
24-May-2013,1,6,5,A,<2,75,3,0.591,0.564,0.385,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,1.390068355,mj13,K,NA,DAME
24-May-2013,1,6,5,A,<2,85,2,0.546,0.419,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,0.785680907,mj13,K,NA,DAME
24-May-2013,1,6,5,A,<2,100,4,0.45,0.369,0.512,0.35,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly,Peter,1.177538042,mj13,K,NA,DAME
24-May-2013,1,6,5,B,<2,245,2,5.2,2.9,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,0,N,NA,NA,Y,Burnt,Cori & Laurence,Julia,47.65796055,mj13,K,NA,COIM
24-May-2013,1,6,5,B,<2,90,1,1.3,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori & Laurence,Julia,1.327322896,mj13,K,NA,DAME
23-May-2013,1,7,2,B,10-25,560,2,9.7,11,NA,NA,NA,40,O,N,50,75,60,O,45,15,30,N,N,Y,N,NA,Peter & Audrey,Peter ,454.0308243,mj13,K,NA,ACNI
23-May-2013,1,7,2,B,10-25,520,2,14.7,7.9,NA,NA,NA,35,O,Y,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Peter & Audrey,Peter ,365.7834866,mj13,K,NA,ACNI
23-May-2013,1,7,3,B,10-25,550,3,9.6,7.3,5,NA,NA,45,O,N,55,55,25,O,30,0,20,N,N,Y,N,NA,Peter & Audrey,Peter ,259.4327213,mj13,K,NA,ACNI
23-May-2013,1,7,3,B,10-25,500,2,7.8,7.9,NA,NA,NA,65,O,N,0,0,0,NA,0,0,0,Y,N,Y,N,NA,Peter & Audrey,Peter ,243.8504218,mj13,K,NA,ACNI
24-May-2013,1,7,5,A,<2,550,1,11.93,NA,NA,NA,NA,15,O,N,20,20,100,O,80,50,20,N,NA,Y,Y,NA,Hannah & Velly ,Peter ,111.7817151,mj13,K,NA,ACNI
24-May-2013,1,7,4,B,2-10,600,4,13.1,13,8,7.4,NA,2,O,N,15,25,7,O,30,1,60,N,N,NA,Y,NA,Dax & Jenna,Audrey,888.0104334,mj13,K,NA,ACNI
24-May-2013,1,7,5,A,2-10,500,1,15,NA,NA,NA,NA,100,O,N,0,0,0,NA,0,0,0,N,N,Y,N,NA,Dax & Jenna,Audrey,176.7145868,mj13,K,NA,ACNI
24-May-2013,1,7,1,A,2-10,500,2,14.8,8.7,NA,NA,NA,5,O,Y,10,10,5,O,0,15,70,N,N,N,Y,NA,Dax & Jenna,Audrey,409.8207617,mj13,K,NA,ACNI
24-May-2013,1,7,1,A,<2,100,1,0.947,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly ,Peter ,0.704352142,mj13,K,NA,ORTR
24-May-2013,1,7,3,A,<2,75,4,1.468,1.307,1.079,1.001,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly ,Peter ,11.12144612,mj13,K,NA,CICO
24-May-2013,1,7,3,A,<2,50,2,1.218,0.735,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,2.862323916,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,75,1,1.083,NA,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,0.921184866,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,100,5,1.678,1.035,0.947,0.93,0.85,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,9.565751433,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,100,3,1.348,1.252,1.039,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,7.199463006,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,100,1,1.6,NA,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,2.010619298,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,120,3,1.869,1.142,1.019,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,7.656201098,mj13,K,NA,GYSE
24-May-2013,1,7,3,A,<2,180,7,1.527,1.405,1.289,1.287,0.835,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,15.08910957,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,30,2,1.2,1,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,4.272566009,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,40,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.785398163,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,53,1,0.6,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.282743339,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,55,1,0.7,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.3848451,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,55,1,0.9,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.636172512,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,70,1,1.1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.950331778,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,70,1,0.9,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.636172512,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,70,2,1,1,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,3.926990817,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,80,1,1.4,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,1.5393804,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,87,1,0.5,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.196349541,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,90,3,1.2,1.1,1.1,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,5.882632244,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,130,3,1,1,2,NA,NA,100,O,Y,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,7.068583471,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,140,3,1.2,1,1,NA,NA,100,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,Burnt,Peter & Audrey,Peter ,5.057964172,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,140,5,1.5,1.5,1,1,1,100,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,Burnt,Peter & Audrey,Peter ,13.54811832,mj13,K,NA,GYSE
24-May-2013,1,7,3,B,<2,160,3,2,1.3,1.2,NA,NA,100,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,Burnt,Peter & Audrey,Peter ,9.581857593,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,85,1,1.258,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly ,Peter ,1.242942859,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,100,2,1.6,1.271,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly ,Peter ,7.085676876,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,100,3,1.555,1.553,1.54,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,11.33868411,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,100,2,1.497,0.502,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,2.551778268,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,120,3,1.907,1.619,1.075,NA,NA,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,11.99846334,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,<2,130,5,1.907,1.735,1.694,1.665,1.534,100,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,25.12429113,mj13,K,NA,GYSE
24-May-2013,1,7,4,A,2-10,250,1,10.9,NA,NA,NA,NA,70,O,N,0,0,0,NA,0,0,0,N,NA,NA,N,"top kill, no resprout",Dax & Jenna,Audrey,93.31315579,mj13,K,NA,ACNI
24-May-2013,1,7,4,B,<2,40,1,0.2,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.031415927,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,40,3,1,0.5,0.5,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,1.767145868,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,40,1,0.7,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.3848451,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,50,1,0.25,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.049087385,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,60,1,0.6,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.282743339,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,100,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,0.785398163,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,120,1,1.3,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,1.327322896,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,130,1,1.7,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,2.269800692,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,140,3,2,1.5,1.5,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,11.97732199,mj13,K,NA,GYSE
24-May-2013,1,7,4,B,<2,140,1,1.5,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,1.767145868,mj13,K,NA,GYSE
24-May-2013,1,7,5,A,<2,50,2,1.634,1.555,NA,NA,NA,100,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Hannah & Velly ,Peter ,9.693428115,mj13,K,NA,EHRI
24-May-2013,1,7,5,A,<2,120,5,2.203,1.9,1.576,1.468,0.11,80,O,Y,0,0,0,NA,0,0,100,N,NA,N,Y,NA,Hannah & Velly ,Peter ,23.88331491,mj13,K,NA,GYSE
24-May-2013,1,7,5,B,<2,130,5,1,1,0.5,0.5,0.7,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Peter & Audrey,Peter ,5.293583621,mj13,K,NA,GRBI
24-May-2013,1,8,3,B,10-25,500,1,13.2,NA,NA,NA,NA,5,O,N,0,0,0,NA,0,0,0,N,N,N,Y,NA,Peter & Audrey,Peter ,136.847776,mj13,K,NA,ACNI
24-May-2013,1,8,5,B,10-25,510,1,14,NA,NA,NA,NA,2,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Peter & Audrey,Peter ,153.93804,mj13,K,NA,ACNI
24-May-2013,1,8,2,B,10-25,530,2,12.6,7.5,NA,NA,NA,35,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Peter & Audrey,Peter ,301.4043992,mj13,K,NA,ACNI
24-May-2013,1,8,1,B,10-25,825,1,24.1,NA,NA,NA,NA,23,O,N,75,75,65,NA,1,0,0,Y,N,Y,Y,NA,Peter & Audrey,Peter ,456.1671073,mj13,K,NA,ACNI
24-May-2013,1,8,3,A,2-10,325,1,13.7,NA,NA,NA,NA,1,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,147.4113813,mj13,K,NA,ACNI
24-May-2013,1,8,3,A,2-10,525,1,25.9,NA,NA,NA,NA,1,O,N,2,2,1,O,50,15,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,526.852942,mj13,K,NA,ACNI
24-May-2013,1,8,2,A,2-10,350,1,12.6,NA,NA,NA,NA,0,NA,NA,40,40,2,O,60,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,124.6898124,mj13,K,NA,ACNI
24-May-2013,1,8,2,A,2-10,400,2,13.9,9.7,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,N,N,Y,NA,Dax & Jenna,Audrey,447.3392319,mj13,K,NA,ACNI
24-May-2013,1,8,1,A,2-10,300,8,6.1,5.4,5.1,2,1.5,80,N,N,0,0,0,NA,0,0,0,N,N,Y,Y,NA,Dax & Jenna,Audrey,155.5952302,mj13,K,NA,DICI
24-May-2013,1,8,1,B,<2,310,2,11,5.3,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Cori and Laurence,Audrey,183.2805154,mj13,K,NA,ACNI
24-May-2013,1,8,1,B,<2,90,2,0.3,0.2,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori and Laurence,Audrey,0.196349541,mj13,K,NA,EHRI
24-May-2013,1,8,1,B,<2,60,3,0.2,0.2,0.15,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori and Laurence,Audrey,0.174751091,mj13,K,NA,FLVI
24-May-2013,1,8,2,A,<2,35,2,1.223,1.113,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,5.066450399,mj13,K,NA,EHRI
24-May-2013,1,8,2,A,<2,40,1,0.9,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.636172512,mj13,K,NA,EHRI
24-May-2013,1,8,2,A,2-10,275,1,8.2,NA,NA,NA,NA,8,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Dax & Jenna,Audrey,52.81017251,mj13,K,NA,ACNI
24-May-2013,1,8,3,A,<2,35,1,0.523,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.214829174,mj13,K,NA,EHRI
24-May-2013,1,8,3,A,<2,45,1,0.513,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.206692449,mj13,K,NA,EHRI
24-May-2013,1,8,3,A,<2,65,1,0.547,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.234998199,mj13,K,NA,EHRI
24-May-2013,1,8,3,A,<2,65,2,0.481,0.345,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.55563857,mj13,K,NA,EHRI
24-May-2013,1,8,3,A,<2,200,4,1.373,1.238,0.83,0.805,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,8.8724113590000009,mj13,K,NA,FLVI
24-May-2013,1,8,3,A,<2,55,1,0.433,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.147253516,mj13,K,NA,ORTR
24-May-2013,1,8,4,A,<2,45,2,0.384,0.329,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.455860802,mj13,K,NA,ORTR
24-May-2013,1,8,4,A,<2,45,1,0.525,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.216475369,mj13,K,NA,ORTR
24-May-2013,1,8,4,A,<2,50,2,0.675,0.413,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Hannah & Vellie,Audrey,0.893705356,mj13,K,NA,ORTR
24-May-2013,1,8,4,B,<2,70,1,0.6,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori and Laurence,Audrey,0.282743339,mj13,K,NA,ORTR
24-May-2013,1,8,5,A,2-10,275,2,8.3,3.6,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Dax & Jenna,Audrey,94.82112027,mj13,K,NA,ACNI
24-May-2013,1,8,5,B,<2,50,1,1.1,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Cori and Laurence,Audrey,0.950331778,mj13,K,NA,ACNI
24-May-2013,1,8,5,B,2-10,250,2,11.6,6.9,NA,NA,NA,70,N,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Dax & Jenna,Audrey,255.2544031,mj13,K,NA,ACGE
24-May-2013,1,9,4,A,10-25,515,5,12.5,12.2,11.2,6.7,6.5,3,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Peter & Audrey,Peter ,863.0426258,mj13,K,NA,ACNI
24-May-2013,1,9,5,B,10-25,540,2,10.9,9.9,NA,NA,NA,35,O,N,0,0,0,NA,0,0,0,N,N,Y,Y,NA,Peter & Audrey,Peter ,401.2206518,mj13,K,NA,ACNI
24-May-2013,1,9,5,A,2-10,450,1,10.2,NA,NA,NA,NA,0,NA,NA,39,39,10,O,70,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,81.71282492,mj13,K,NA,ACNI
24-May-2013,1,9,4,A,2-10,300,1,7.1,NA,NA,NA,NA,15,O,Y,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,39.59192142,mj13,K,NA,ACNI
24-May-2013,1,9,4,A,2-10,450,1,10.4,NA,NA,NA,NA,15,O,Y,33,33,25,O,10,5,0,N,N,Y,Y,NA,Dax & Jenna,Audrey,84.94866535,mj13,K,NA,ACNI
24-May-2013,1,9,3,A,2-10,300,1,9.6,NA,NA,NA,NA,10,O,N,18,18,10,O,5,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,72.38229474,mj13,K,NA,ACNI
24-May-2013,1,9,3,B,2-10,400,1,15.8,NA,NA,NA,NA,3,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,196.0667975,mj13,K,NA,ACNI
24-May-2013,1,9,3,B,2-10,325,1,10.1,NA,NA,NA,NA,40,O,N,0,0,0,NA,0,0,0,N,N,Y,Y,NA,Dax & Jenna,Audrey,80.11846665,mj13,K,NA,ACNI
24-May-2013,1,9,3,B,2-10,325,1,9,NA,NA,NA,NA,15,O,N,0,0,0,NA,0,0,0,N,N,NA,Y,NA,Dax & Jenna,Audrey,63.61725124,mj13,K,NA,ACNI
