date,grid,plot,zone,side,fixed_area,height,num_stems,stem_1_diam,stem_2_diam,stem_3_diam,stem_4_diam,stem_5_diam,canopy_breakage,breakage_age,breakage_resprout,circum,add_circum,bark_stripped,strip_age,bark_regrow,borer,fire,toppled,toppled_resprout,elephant_damage,alive,notes,data_collector,scribe,total_basal_area,season,location,tag,spcode
13-Jun-2013,4,29,1,A,<2,75,1,0.757,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.450071632,mj13,K,NA,GYSE
13-Jun-2013,4,29,1,B,<2,10,2,0.34,0.308,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.388816073,mj13,K,NA,EHRI
13-Jun-2013,4,29,1,A,<2,79,9,0.655,0.476,0.46,0.446,0.439,5,N,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,1.991230959,mj13,K,NA,GYSE
13-Jun-2013,4,29,2,B,<2,70,10,1.036,0.812,0.649,0.54,0.498,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,4.356035769,mj13,K,NA,LASC
13-Jun-2013,4,29,2,B,<2,10,1,0.23,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.041547563,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,35,2,0.4,0.25,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.322013247,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,15,1,0.3,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.070685835,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,40,1,0.824,NA,NA,NA,NA,10,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.533266503,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,30,1,0.411,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.132670243,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,40,1,0.397,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.123785819,mj13,K,NA,EHRI
13-Jun-2013,4,29,2,B,<2,15,1,0.315,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Graeme & Sam,Audrey,0.077931133,mj13,K,NA,EHRI
13-Jun-2013,4,30,1,A,2-10,305,2,7.6,6.2,NA,NA,NA,75,O,N,50,50,30,O,25,100,100,N,NA,NA,N,fire,NA,Peter,166.1274195,mj13,K,NA,ACNI
13-Jun-2013,4,30,2,A,2-10,450,1,13.2,NA,NA,NA,NA,15,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,NA,NA,Peter,136.847776,mj13,K,NA,ACTO
13-Jun-2013,4,30,2,A,2-10,290,2,8.7,5.4,NA,NA,NA,10,O,N,0,0,0,NA,0,0,0,N,NA,Y,Y,NA,NA,Peter,151.0556288,mj13,K,NA,ACNI
13-Jun-2013,4,30,4,A,2-10,220,15,4.6,2.6,2.9,1.9,2.4,2,O,N,0,0,0,NA,0,0,0,N,NA,N,N,fire,NA,Peter,60.32643293,mj13,K,NA,GRBI
13-Jun-2013,4,30,4,A,2-10,225,8,2.1,1.6,1.2,2.6,1.4,0,NA,NA,0,0,0,NA,0,0,0,N,NA,N,Y,NA,NA,Peter,35.41360319,mj13,K,NA,COIM
13-Jun-2013,4,30,5,A,2-10,320,4,4.7,3.2,2.2,1.2,NA,20,O,N,40,40,10,NA,0,0,0,N,NA,N,Y,NA,NA,Peter,57.84457473,mj13,K,NA,COHE
13-Jun-2013,4,30,5,A,2-10,570,3,9.6,7.9,6.1,NA,NA,20,O,Y,30,30,20,O,0,0,0,N,NA,NA,Y,NA,NA,Peter,297.6737579,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,A,2-10,270,5,6.2,3.6,2.1,3.3,2.7,10,O,N,0,0,0,NA,0,0,0,N,NA,Y,Y,NA,NA,Peter,114.3068487,mj13,K,NA,COHE
13-Jun-2013,4,30,5,A,2-10,530,2,11.4,13.8,NA,NA,NA,5,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,NA,Peter,700.3552503,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,A,2-10,670,1,22,NA,NA,NA,NA,10,O,N,50,50,5,O,25,100,100,N,NA,N,Y,NA,NA,Peter,380.1327111,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,A,2-10,680,1,16,NA,NA,NA,NA,25,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,NA,Peter,201.0619298,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,A,2-10,600,1,23,NA,NA,NA,NA,95,O,N,50,50,10,O,30,100,0,Y,N,Y,Y,NA,NA,Peter,415.4756284,mj13,K,NA,ACNI
13-Jun-2013,4,30,1,B,2-10,410,3,5.5,5.4,2,NA,NA,45,O,Y,30,30,7,O,2,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,118.5087289,mj13,K,NA,COHE
13-Jun-2013,4,30,3,B,<2,500,1,19,NA,NA,NA,NA,15,O,N,55,55,15,O,5,40,0,Y,N,Y,Y,NA,Audrey & Cody,Audrey,283.528737,mj13,K,NA,ACNI
13-Jun-2013,4,30,3,B,<2,400,2,8.8,7.2,NA,NA,NA,55,O,N,0,0,0,NA,0,0,0,N,NA,Y,Y,NA,Audrey & Cody,Audrey,223.6813969,mj13,K,NA,ACNI
13-Jun-2013,4,30,3,B,2-10,390,3,10,8,2.4,NA,NA,3,O,N,20,20,10,O,40,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,284.1256396,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,B,<2,450,1,6.4,NA,NA,NA,NA,50,O,Y,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,32.16990877,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,B,2-10,250,5,3.7,3.1,2.5,2,1.8,40,O,N,60,55,5,O,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,60.96260544,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,2-10,210,1,2.5,NA,NA,NA,NA,20,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,4.908738521,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,230,3,3.4,2.8,2.8,NA,NA,20,O,N,50,50,10,O,0,0,0,N,NA,NA,N,NA,Audrey & Cody,Audrey,39.86681077,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,320,1,5.4,NA,NA,NA,NA,40,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,22.90221044,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,310,1,4.2,NA,NA,NA,NA,12,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,13.8544236,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,2-10,300,3,2.7,2.3,2,20,NA,20,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,1282.123232,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,2-10,500,2,7.4,5.6,NA,NA,NA,20,O,N,5,5,1,O,0,0,0,N,NA,NA,Y,NA,Audrey & Cody,Audrey,141.528749,mj13,K,NA,COHE
13-Jun-2013,4,30,1,A,<2,33,1,0.272,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.058106898,mj13,K,NA,EHRI
13-Jun-2013,4,30,1,A,<2,70,2,0.85,0.824,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,2.700516187,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,35,2,0.654,0.427,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.908730808,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,25,1,0.775,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.471729772,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,50,2,0.286,0.172,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.157183305,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,135,4,1.518,1.422,1.4,1.141,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,13.79173626,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,120,2,1.526,1.127,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,5.819165789,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,40,2,0.781,0.349,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.861711376,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,105,1,1.367,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,1.467664909,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,55,1,0.328,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.084496276,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,125,3,1.339,1.184,1.024,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,6.635767036,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,135,1,1.241,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,1.209576789,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,48,1,0.738,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.427762397,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,76,1,0.341,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.091326884,mj13,K,NA,COAF
13-Jun-2013,4,30,1,A,<2,130,8,1.754,1.434,0.985,0.703,0.378,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,11.30336005,mj13,K,NA,COAF
13-Jun-2013,4,30,2,A,<2,140,2,1.527,1.115,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,5.737042201,mj13,K,NA,COAF
13-Jun-2013,4,30,2,A,<2,140,10,1.194,1.136,0.813,0.713,0.541,20,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,7.519987923,mj13,K,NA,FLVI
13-Jun-2013,4,30,2,A,<2,120,3,1.614,1.401,1.123,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,9.202768677,mj13,K,NA,COAF
13-Jun-2013,4,30,2,A,<2,18,1,0.189,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.028055208,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,A,<2,26,2,0.419,0.372,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.572631445,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,A,<2,21,3,0.65,0.611,0.5,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,1.701002776,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,A,<2,13,2,0.357,0.326,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.433974111,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,A,<2,15,1,0.137,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.014741138,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,A,<2,20,2,0.523,0.241,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.397296017,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,A,<2,61,3,2.621,1.18,0.859,NA,NA,65,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,10.34928742,mj13,K,NA,ACNI
13-Jun-2013,4,30,4,A,<2,48,2,0.335,0.21,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.226685545,mj13,K,NA,GRVI
13-Jun-2013,4,30,4,A,<2,54,3,1.828,0.529,0.435,NA,NA,70,O,Y,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,3.652237334,mj13,K,NA,ACNI
13-Jun-2013,4,30,4,B,<2,27,1,0.248,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.048305129,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,30,1,0.465,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.169822718,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,16,2,0.484,0.471,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.880918288,mj13,K,NA,EHRI
13-Jun-2013,4,30,5,B,<2,32,1,0.315,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,0.077931133,mj13,K,NA,EHRI
13-Jun-2013,4,30,5,B,<2,75,8,0.592,0.581,0.45,0.263,0.24,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,1.757315824,mj13,K,NA,PYHY
13-Jun-2013,4,30,5,B,<2,93,10,0.962,0.549,0.45,0.435,0.428,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,2.57110456,mj13,K,NA,FLVI
13-Jun-2013,4,30,5,B,<2,103,4,3.65,1.182,0.675,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,15.21050856,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,120,1,3.248,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Graeme & Hannah,Audrey,8.285561066,mj13,K,NA,ACNI
13-Jun-2013,4,30,1,B,<2,100,4,1.201,0.991,0.877,0.735,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,6.519396946,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,100,2,1.185,0.601,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,2.237622144,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,120,1,1.229,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,1.186297587,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,125,3,2.203,1.099,0.833,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,8.15109933,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,120,10,1.145,0.737,0.648,0.605,0.515,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,4.424092877,mj13,K,NA,FLVI
13-Jun-2013,4,30,1,B,<2,125,3,1.171,0.904,0.892,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,4.269242989,mj13,K,NA,FLVI
13-Jun-2013,4,30,1,B,<2,60,4,1.015,0.91,0.751,0.642,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,5.148506443,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,75,2,1.091,0.893,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,3.440104431,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,90,1,2.017,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,3.195226709,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,50,10,9.71,0.423,0.318,0.231,0.174,30,O,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,74.88352085,mj13,K,NA,ACNI
13-Jun-2013,4,30,1,B,<2,50,1,0.618,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.299962408,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,84,2,2.035,0.936,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,6.004847267,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,70,1,1.116,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.978178855,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,45,1,1.153,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,1.044115387,mj13,K,NA,COAF
13-Jun-2013,4,30,1,B,<2,80,2,0.557,0.544,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,1.173379358,mj13,K,NA,COAF
13-Jun-2013,4,30,2,B,<2,70,1,1.08,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.916088418,mj13,K,NA,COAF
13-Jun-2013,4,30,2,B,<2,180,10,1.536,1.233,1.087,1.041,0.955,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,11.67790465,mj13,K,NA,FLVI
13-Jun-2013,4,30,2,B,<2,90,1,0.87,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.59446787,mj13,K,NA,COAF
13-Jun-2013,4,30,2,B,<2,75,1,0.791,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.491408708,mj13,K,NA,COAF
13-Jun-2013,4,30,2,B,<2,120,1,5.472,NA,NA,NA,NA,100,O,N,0,0,0,NA,0,0,0,Y,Y,NA,Y,NA,Chev & Sam ,Audrey,23.51700756,mj13,K,NA,ACNI
13-Jun-2013,4,30,3,B,<2,30,1,1.109,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.965946279,mj13,K,NA,EHRI
13-Jun-2013,4,30,3,B,<2,30,1,0.211,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.034966712,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,40,10,5.353,0.37,0.221,0.202,0.194,100,O,N,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,Chev & Sam ,Audrey,23.13146974,mj13,K,NA,ACNI
13-Jun-2013,4,30,4,B,<2,20,1,0.266,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.055571632,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,125,10,1.256,1.145,0.885,0.733,0.434,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,7.808721494,mj13,K,NA,FLVI
13-Jun-2013,4,30,4,B,<2,20,1,0.385,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.116415643,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,10,1,0.199,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.031102553,mj13,K,NA,EHRI
13-Jun-2013,4,30,4,B,<2,140,10,1.867,1.273,1.153,0.878,0.315,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,11.37254577,mj13,K,NA,FLVI
13-Jun-2013,4,30,5,B,<2,30,1,0.383,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.115209271,mj13,K,NA,ACNI
13-Jun-2013,4,30,5,B,<2,50,1,0.631,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.312714918,mj13,K,NA,EHRI
13-Jun-2013,4,30,5,B,<2,200,2,2.157,2.036,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,16.67701344,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,155,3,1.197,1.098,0.792,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,5.40549422,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,170,4,2.467,2.006,1.295,1.006,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,21.91842228,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,160,4,2.184,1.706,1.534,1.144,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,18.8493203,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,200,5,2.897,1.904,1.624,1.235,1.155,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,25.89125835,mj13,K,NA,COHE
13-Jun-2013,4,30,5,B,<2,120,1,0.949,NA,NA,NA,NA,0,NA,N,0,0,0,NA,0,0,0,N,NA,N,Y,NA,Chev & Sam ,Audrey,0.707330371,mj13,K,NA,COHE
14-Jun-2013,4,31,1,B,<2,50,7,0.91,0.86,0.83,0.59,0.54,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,4.837581448,mj13,K,NA,EHRI
14-Jun-2013,4,31,1,A,<2,50,2,0.454,0.257,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.369382181,mj13,K,NA,GRVI
14-Jun-2013,4,31,1,A,<2,48,2,1.094,0.48,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.663815744,mj13,K,NA,COAF
14-Jun-2013,4,31,1,B,<2,15,1,0.59,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.273397101,mj13,K,NA,ORTR
14-Jun-2013,4,31,1,B,<2,31,1,0.42,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.138544236,mj13,K,NA,ORTR
14-Jun-2013,4,31,2,A,<2,105,1,2.465,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,4.772255955,mj13,K,NA,COAF
14-Jun-2013,4,31,2,A,<2,60,1,0.887,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.617926928,mj13,K,NA,ORTR
14-Jun-2013,4,31,2,A,<2,48,1,0.496,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.193220515,mj13,K,NA,ORTR
14-Jun-2013,4,31,2,B,<2,43,6,1.152,0.71,0.58,0.44,0.42,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,3.636946417,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,A,<2,27,1,0.223,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.039057065,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,A,<2,32,3,0.679,0.419,0.334,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.00125778,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,B,<2,42,4,0.6,0.6,0.33,0.33,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.841365994,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,A,<2,41,2,0.628,0.442,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.923502576,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,B,<2,46,1,1.14,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.020703453,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,A,<2,23,2,0.223,0.213,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,0.181587982,mj13,K,NA,EHRI
14-Jun-2013,4,31,2,B,<2,37,3,0.8,0.68,0.42,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,2.093871504,mj13,K,NA,EHRI
14-Jun-2013,4,31,3,B,<2,44,2,0.78,0.58,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.534668011,mj13,K,NA,EHRI
14-Jun-2013,4,31,3,B,<2,50,3,0.889,0.606,0.515,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,N,NA,NA,Y,NA,"Graeme, Kim, & Hannah",Julia,1.98272981,mj13,K,NA,EHRI
